Siège;Adresse (Siège);Code Postal (Siège);Nom (Etab1);Adresse (Etab1);Code Postal (Etab1);Nom (Etab2);Adresse (Etab2);Code Postal (Etab2);Nom (Etab3);Adresse (Etab3);Code Postal (Etab3);Nom (Etab4);Adresse (Etab4);Code Postal (Etab4);Nom (Etab5);Adresse (Etab5);Code Postal (Etab5);Nom (Etab6);Adresse (Etab6);Code Postal (Etab6)
FH CONTROLE;ZONE ARTISANALE;68990;FOURNITURES HOSPITALIERES SA;11 RUE DE FIEUSAL;33520;FOURNITURES HOSPITALIERES SA;50 BD DE L HOPITAL;75013;FOURNITURES HOSPITALIERES SA;15 RUE BRIG ALSACE LORRAINE;67000;0;0;0;0;0;0;0;0;0
ELSAN SAS;58 RUE LA BOETIE;75008;ELSAN SAS;46 RUE LA BOETIE;75008;ELSAN SAS;23 RUE DU ROULE;75001;0;0;0;0;0;0;0;0;0;0;0;0
FRESENIUS MEDICAL CARE FRANCE;47 AV DES PEPINIERES;94260;FRESENIUS MEDICAL CARE FRANCE;5 AV DES PRES;94260;FRESENIUS MEDICAL CARE FRANCE;14 RUE DE L ESTEREL;94150;FRESENIUS MEDICAL CARE FRANCE;L EGLISE;27100;FRESENIUS MEDICAL CARE FRANCE;5 PL DU MARIVEL;92310;FRESENIUS MEDICAL CARE FRANCE;49 AV GEORGES POMPIDOU;92300;FRESENIUS MEDICAL CARE FRANCE;RTE NATIONALE;27400
FRESENIUS MEDICAL CARE FRANCE;47 AV DES PEPINIERES;94260;FRESENIUS MEDICAL CARE FRANCE;5 AV DES PRES;94260;FRESENIUS MEDICAL CARE FRANCE;14 RUE DE L ESTEREL;94150;FRESENIUS MEDICAL CARE FRANCE;L EGLISE;27100;FRESENIUS MEDICAL CARE FRANCE;5 PL DU MARIVEL;92310;FRESENIUS MEDICAL CARE FRANCE;49 AV GEORGES POMPIDOU;92300;FRESENIUS MEDICAL CARE FRANCE;RTE NATIONALE;27400
FRESENIUS MEDICAL CARE FRANCE;47 AV DES PEPINIERES;94260;FRESENIUS MEDICAL CARE FRANCE;5 AV DES PRES;94260;FRESENIUS MEDICAL CARE FRANCE;14 RUE DE L ESTEREL;94150;FRESENIUS MEDICAL CARE FRANCE;L EGLISE;27100;FRESENIUS MEDICAL CARE FRANCE;5 PL DU MARIVEL;92310;FRESENIUS MEDICAL CARE FRANCE;49 AV GEORGES POMPIDOU;92300;FRESENIUS MEDICAL CARE FRANCE;RTE NATIONALE;27400
FRESENIUS MEDICAL CARE FRANCE;47 AV DES PEPINIERES;94260;FRESENIUS MEDICAL CARE FRANCE;5 AV DES PRES;94260;FRESENIUS MEDICAL CARE FRANCE;14 RUE DE L ESTEREL;94150;FRESENIUS MEDICAL CARE FRANCE;L EGLISE;27100;FRESENIUS MEDICAL CARE FRANCE;5 PL DU MARIVEL;92310;FRESENIUS MEDICAL CARE FRANCE;49 AV GEORGES POMPIDOU;92300;FRESENIUS MEDICAL CARE FRANCE;RTE NATIONALE;27400
FRESENIUS MEDICAL CARE FRANCE;47 AV DES PEPINIERES;94260;FRESENIUS MEDICAL CARE FRANCE;5 AV DES PRES;94260;FRESENIUS MEDICAL CARE FRANCE;14 RUE DE L ESTEREL;94150;FRESENIUS MEDICAL CARE FRANCE;L EGLISE;27100;FRESENIUS MEDICAL CARE FRANCE;5 PL DU MARIVEL;92310;FRESENIUS MEDICAL CARE FRANCE;49 AV GEORGES POMPIDOU;92300;FRESENIUS MEDICAL CARE FRANCE;RTE NATIONALE;27400
FRESENIUS MEDICAL CARE FRANCE;47 AV DES PEPINIERES;94260;FRESENIUS MEDICAL CARE FRANCE;5 AV DES PRES;94260;FRESENIUS MEDICAL CARE FRANCE;14 RUE DE L ESTEREL;94150;FRESENIUS MEDICAL CARE FRANCE;L EGLISE;27100;FRESENIUS MEDICAL CARE FRANCE;5 PL DU MARIVEL;92310;FRESENIUS MEDICAL CARE FRANCE;49 AV GEORGES POMPIDOU;92300;FRESENIUS MEDICAL CARE FRANCE;RTE NATIONALE;27400
FRESENIUS KABI FRANCE;5 PL DU MARIVEL;92310;FRESENIUS KABI FRANCE;104 AV DU PRESIDENT KENNEDY;75016;FRESENIUS KABI FRANCE;350 ALL DE LA BUTTE A COLAS;27400;FRESENIUS KABI FRANCE;265 RUE DE LA DECOUVERTE;31670;FRESENIUS KABI FRANCE;6 RUE DU REMPART;27400;FRESENIUS KABI FRANCE;LA BUTTE A COLAS;27400;FRESENIUS KABI FRANCE;112 AV KLEBER;75116
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FRESENIUS KABI FRANCE;5 PL DU MARIVEL;92310;FRESENIUS KABI FRANCE;104 AV DU PRESIDENT KENNEDY;75016;FRESENIUS KABI FRANCE;350 ALL DE LA BUTTE A COLAS;27400;FRESENIUS KABI FRANCE;265 RUE DE LA DECOUVERTE;31670;FRESENIUS KABI FRANCE;6 RUE DU REMPART;27400;FRESENIUS KABI FRANCE;LA BUTTE A COLAS;27400;FRESENIUS KABI FRANCE;112 AV KLEBER;75116
FRESENIUS KABI FRANCE;5 PL DU MARIVEL;92310;FRESENIUS KABI FRANCE;104 AV DU PRESIDENT KENNEDY;75016;FRESENIUS KABI FRANCE;350 ALL DE LA BUTTE A COLAS;27400;FRESENIUS KABI FRANCE;265 RUE DE LA DECOUVERTE;31670;FRESENIUS KABI FRANCE;6 RUE DU REMPART;27400;FRESENIUS KABI FRANCE;LA BUTTE A COLAS;27400;FRESENIUS KABI FRANCE;112 AV KLEBER;75116
FRESENIUS KABI FRANCE;5 PL DU MARIVEL;92310;FRESENIUS KABI FRANCE;104 AV DU PRESIDENT KENNEDY;75016;FRESENIUS KABI FRANCE;350 ALL DE LA BUTTE A COLAS;27400;FRESENIUS KABI FRANCE;265 RUE DE LA DECOUVERTE;31670;FRESENIUS KABI FRANCE;6 RUE DU REMPART;27400;FRESENIUS KABI FRANCE;LA BUTTE A COLAS;27400;FRESENIUS KABI FRANCE;112 AV KLEBER;75116
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FRESENIUS KABI FRANCE;5 PL DU MARIVEL;92310;FRESENIUS KABI FRANCE;104 AV DU PRESIDENT KENNEDY;75016;FRESENIUS KABI FRANCE;350 ALL DE LA BUTTE A COLAS;27400;FRESENIUS KABI FRANCE;265 RUE DE LA DECOUVERTE;31670;FRESENIUS KABI FRANCE;6 RUE DU REMPART;27400;FRESENIUS KABI FRANCE;LA BUTTE A COLAS;27400;FRESENIUS KABI FRANCE;112 AV KLEBER;75116
FRESENIUS KABI FRANCE;5 PL DU MARIVEL;92310;FRESENIUS KABI FRANCE;104 AV DU PRESIDENT KENNEDY;75016;FRESENIUS KABI FRANCE;350 ALL DE LA BUTTE A COLAS;27400;FRESENIUS KABI FRANCE;265 RUE DE LA DECOUVERTE;31670;FRESENIUS KABI FRANCE;6 RUE DU REMPART;27400;FRESENIUS KABI FRANCE;LA BUTTE A COLAS;27400;FRESENIUS KABI FRANCE;112 AV KLEBER;75116
GE MEDICAL SYSTEMS;283 RUE DE LA MINIERE;78530;GE HEALTHCARE;320 RUE HENRY POTEZ IMM. LES PAPILLONS;37210;GE HEALTHCARE;15 RUE CLAUDE CHAPPE;35510;GE MEDICAL SYSTEMS;98 RUE DU LEINSTER;44240;GE HEALTHCARE;72 RUE DES SUREAUX;59262;GE MEDICAL SYSTEMS;8 PL DE L HOPITAL;67000;GE MEDICAL SYSTEMS;9 RUE DE LA DURANCE;67100
GE MEDICAL SYSTEMS;283 RUE DE LA MINIERE;78530;GE HEALTHCARE;320 RUE HENRY POTEZ IMM. LES PAPILLONS;37210;GE HEALTHCARE;15 RUE CLAUDE CHAPPE;35510;GE MEDICAL SYSTEMS;98 RUE DU LEINSTER;44240;GE HEALTHCARE;72 RUE DES SUREAUX;59262;GE MEDICAL SYSTEMS;8 PL DE L HOPITAL;67000;GE MEDICAL SYSTEMS;9 RUE DE LA DURANCE;67100
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GHW GROUP;155 CRS BERRIAT;38000;GHW GROUP;38 CHE DE LA TAILLAT;38240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GHW GROUP;155 CRS BERRIAT;38000;GHW GROUP;38 CHE DE LA TAILLAT;38240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GHW GROUP;155 CRS BERRIAT;38000;GHW GROUP;38 CHE DE LA TAILLAT;38240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOC GIFRER BARBEZAT;8 RUE PAUL BERT;69150;SOC GIFRER BARBEZAT;24 RUE DE LA FOLIE MERICOURT;75011;SOC GIFRER BARBEZAT;201 RUE COLBERT;59000;SOC GIFRER BARBEZAT;8 RUE MARYSE HILSZ;31500;SOC GIFRER BARBEZAT;29 RUE JEAN JACQUES ROUSSEAU;75001;SOC GIFRER BARBEZAT;14 RUE DE LA LADRIE;59491;SOC GIFRER BARBEZAT;14 AV DIDIER DAURAT;31400
SOC GIFRER BARBEZAT;8 RUE PAUL BERT;69150;SOC GIFRER BARBEZAT;24 RUE DE LA FOLIE MERICOURT;75011;SOC GIFRER BARBEZAT;201 RUE COLBERT;59000;SOC GIFRER BARBEZAT;8 RUE MARYSE HILSZ;31500;SOC GIFRER BARBEZAT;29 RUE JEAN JACQUES ROUSSEAU;75001;SOC GIFRER BARBEZAT;14 RUE DE LA LADRIE;59491;SOC GIFRER BARBEZAT;14 AV DIDIER DAURAT;31400
SOC GIFRER BARBEZAT;8 RUE PAUL BERT;69150;SOC GIFRER BARBEZAT;24 RUE DE LA FOLIE MERICOURT;75011;SOC GIFRER BARBEZAT;201 RUE COLBERT;59000;SOC GIFRER BARBEZAT;8 RUE MARYSE HILSZ;31500;SOC GIFRER BARBEZAT;29 RUE JEAN JACQUES ROUSSEAU;75001;SOC GIFRER BARBEZAT;14 RUE DE LA LADRIE;59491;SOC GIFRER BARBEZAT;14 AV DIDIER DAURAT;31400
SOC GIFRER BARBEZAT;8 RUE PAUL BERT;69150;SOC GIFRER BARBEZAT;24 RUE DE LA FOLIE MERICOURT;75011;SOC GIFRER BARBEZAT;201 RUE COLBERT;59000;SOC GIFRER BARBEZAT;8 RUE MARYSE HILSZ;31500;SOC GIFRER BARBEZAT;29 RUE JEAN JACQUES ROUSSEAU;75001;SOC GIFRER BARBEZAT;14 RUE DE LA LADRIE;59491;SOC GIFRER BARBEZAT;14 AV DIDIER DAURAT;31400
SOC GIFRER BARBEZAT;8 RUE PAUL BERT;69150;SOC GIFRER BARBEZAT;24 RUE DE LA FOLIE MERICOURT;75011;SOC GIFRER BARBEZAT;201 RUE COLBERT;59000;SOC GIFRER BARBEZAT;8 RUE MARYSE HILSZ;31500;SOC GIFRER BARBEZAT;29 RUE JEAN JACQUES ROUSSEAU;75001;SOC GIFRER BARBEZAT;14 RUE DE LA LADRIE;59491;SOC GIFRER BARBEZAT;14 AV DIDIER DAURAT;31400
SOC GIFRER BARBEZAT;8 RUE PAUL BERT;69150;SOC GIFRER BARBEZAT;24 RUE DE LA FOLIE MERICOURT;75011;SOC GIFRER BARBEZAT;201 RUE COLBERT;59000;SOC GIFRER BARBEZAT;8 RUE MARYSE HILSZ;31500;SOC GIFRER BARBEZAT;29 RUE JEAN JACQUES ROUSSEAU;75001;SOC GIFRER BARBEZAT;14 RUE DE LA LADRIE;59491;SOC GIFRER BARBEZAT;14 AV DIDIER DAURAT;31400
LABORATOIRES GILBERT;AV DU GEN DE GAULLE;14200;LABORATOIRES GILBERT;AV DE DUBNA;14200;LABORATOIRES GILBERT;AV DE CAMBRIDGE;14200;0;0;0;0;0;0;0;0;0;0;0;0
LABORATOIRES GILBERT;AV DU GEN DE GAULLE;14200;LABORATOIRES GILBERT;AV DE DUBNA;14200;LABORATOIRES GILBERT;AV DE CAMBRIDGE;14200;0;0;0;0;0;0;0;0;0;0;0;0
LABORATOIRES GILBERT;AV DU GEN DE GAULLE;14200;LABORATOIRES GILBERT;AV DE DUBNA;14200;LABORATOIRES GILBERT;AV DE CAMBRIDGE;14200;0;0;0;0;0;0;0;0;0;0;0;0
LABORATOIRES GILBERT;AV DU GEN DE GAULLE;14200;LABORATOIRES GILBERT;AV DE DUBNA;14200;LABORATOIRES GILBERT;AV DE CAMBRIDGE;14200;0;0;0;0;0;0;0;0;0;0;0;0
LABORATOIRES GILBERT;AV DU GEN DE GAULLE;14200;LABORATOIRES GILBERT;AV DE DUBNA;14200;LABORATOIRES GILBERT;AV DE CAMBRIDGE;14200;0;0;0;0;0;0;0;0;0;0;0;0
LABORATOIRES GILBERT;AV DU GEN DE GAULLE;14200;LABORATOIRES GILBERT;AV DE DUBNA;14200;LABORATOIRES GILBERT;AV DE CAMBRIDGE;14200;0;0;0;0;0;0;0;0;0;0;0;0
LABORATOIRE GLAXOSMITHKLINE;23 RUE FRANCOIS JACOB;92500;LABORATOIRE GLAXOSMITHKLINE;25 AV DU QUEBEC;91140;LABORATOIRE GLAXOSMITHKLINE;23 RUE LAVOISIER;27000;LABORATOIRE GLAXOSMITHKLINE;RUE DE LA PEYENNIERE;53100;LABORATOIRE GLAXOSMITHKLINE;LE LONG BUISSON;27930;LABORATOIRE GLAXOSMITHKLINE;10 RUE DE COURTONNE;14000;LABORATOIRE GLAXOSMITHKLINE;36 AV PIERRE BROSSOLETTE;92240
LABORATOIRE GLAXOSMITHKLINE;23 RUE FRANCOIS JACOB;92500;LABORATOIRE GLAXOSMITHKLINE;25 AV DU QUEBEC;91140;LABORATOIRE GLAXOSMITHKLINE;23 RUE LAVOISIER;27000;LABORATOIRE GLAXOSMITHKLINE;RUE DE LA PEYENNIERE;53100;LABORATOIRE GLAXOSMITHKLINE;LE LONG BUISSON;27930;LABORATOIRE GLAXOSMITHKLINE;10 RUE DE COURTONNE;14000;LABORATOIRE GLAXOSMITHKLINE;36 AV PIERRE BROSSOLETTE;92240
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LABORATOIRE GLAXOSMITHKLINE;23 RUE FRANCOIS JACOB;92500;LABORATOIRE GLAXOSMITHKLINE;25 AV DU QUEBEC;91140;LABORATOIRE GLAXOSMITHKLINE;23 RUE LAVOISIER;27000;LABORATOIRE GLAXOSMITHKLINE;RUE DE LA PEYENNIERE;53100;LABORATOIRE GLAXOSMITHKLINE;LE LONG BUISSON;27930;LABORATOIRE GLAXOSMITHKLINE;10 RUE DE COURTONNE;14000;LABORATOIRE GLAXOSMITHKLINE;36 AV PIERRE BROSSOLETTE;92240
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LABORATOIRE GLAXOSMITHKLINE;23 RUE FRANCOIS JACOB;92500;LABORATOIRE GLAXOSMITHKLINE;25 AV DU QUEBEC;91140;LABORATOIRE GLAXOSMITHKLINE;23 RUE LAVOISIER;27000;LABORATOIRE GLAXOSMITHKLINE;RUE DE LA PEYENNIERE;53100;LABORATOIRE GLAXOSMITHKLINE;LE LONG BUISSON;27930;LABORATOIRE GLAXOSMITHKLINE;10 RUE DE COURTONNE;14000;LABORATOIRE GLAXOSMITHKLINE;36 AV PIERRE BROSSOLETTE;92240
LABORATOIRE GLAXOSMITHKLINE;23 RUE FRANCOIS JACOB;92500;LABORATOIRE GLAXOSMITHKLINE;25 AV DU QUEBEC;91140;LABORATOIRE GLAXOSMITHKLINE;23 RUE LAVOISIER;27000;LABORATOIRE GLAXOSMITHKLINE;RUE DE LA PEYENNIERE;53100;LABORATOIRE GLAXOSMITHKLINE;LE LONG BUISSON;27930;LABORATOIRE GLAXOSMITHKLINE;10 RUE DE COURTONNE;14000;LABORATOIRE GLAXOSMITHKLINE;36 AV PIERRE BROSSOLETTE;92240
LABORATOIRE GLAXOSMITHKLINE;23 RUE FRANCOIS JACOB;92500;LABORATOIRE GLAXOSMITHKLINE;25 AV DU QUEBEC;91140;LABORATOIRE GLAXOSMITHKLINE;23 RUE LAVOISIER;27000;LABORATOIRE GLAXOSMITHKLINE;RUE DE LA PEYENNIERE;53100;LABORATOIRE GLAXOSMITHKLINE;LE LONG BUISSON;27930;LABORATOIRE GLAXOSMITHKLINE;10 RUE DE COURTONNE;14000;LABORATOIRE GLAXOSMITHKLINE;36 AV PIERRE BROSSOLETTE;92240
LABORATOIRE GLAXOSMITHKLINE;23 RUE FRANCOIS JACOB;92500;LABORATOIRE GLAXOSMITHKLINE;25 AV DU QUEBEC;91140;LABORATOIRE GLAXOSMITHKLINE;23 RUE LAVOISIER;27000;LABORATOIRE GLAXOSMITHKLINE;RUE DE LA PEYENNIERE;53100;LABORATOIRE GLAXOSMITHKLINE;LE LONG BUISSON;27930;LABORATOIRE GLAXOSMITHKLINE;10 RUE DE COURTONNE;14000;LABORATOIRE GLAXOSMITHKLINE;36 AV PIERRE BROSSOLETTE;92240
W L GORE ET ASSOCIES;8 PL DES VINS DE FRANCE;75012;W L GORE ET ASSOCIES;20 PL DES VINS DE FRANCE;75012;W L GORE ET ASSOCIES;5 RUE MARYSE BASTIE;91080;GORE;4 RUE JEAN MERMOZ;91000;0;0;0;0;0;0;0;0;0
W L GORE ET ASSOCIES;8 PL DES VINS DE FRANCE;75012;W L GORE ET ASSOCIES;20 PL DES VINS DE FRANCE;75012;W L GORE ET ASSOCIES;5 RUE MARYSE BASTIE;91080;GORE;4 RUE JEAN MERMOZ;91000;0;0;0;0;0;0;0;0;0
W L GORE ET ASSOCIES;8 PL DES VINS DE FRANCE;75012;W L GORE ET ASSOCIES;20 PL DES VINS DE FRANCE;75012;W L GORE ET ASSOCIES;5 RUE MARYSE BASTIE;91080;GORE;4 RUE JEAN MERMOZ;91000;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GROUPE GM FRANCE;10 RUE DES BERGERS;75015;GROUPE GM FRANCE;10 RUE EDMOND ROGER;75015;GROUPE GM FRANCE;7 RUE EDMOND ROGER;75015;0;0;0;0;0;0;0;0;0;0;0;0
GROUPE GM FRANCE;10 RUE DES BERGERS;75015;GROUPE GM FRANCE;10 RUE EDMOND ROGER;75015;GROUPE GM FRANCE;7 RUE EDMOND ROGER;75015;0;0;0;0;0;0;0;0;0;0;0;0
GUERBET;15 RUE DES VANESSES;93420;GUERBET;40 RUE DU LOUVRE;75001;GUERBET;16 RUE GAY LUSSAC;95500;GUERBET;RUE DENIS PAPIN;56600;GUERBET;16 RUE JEAN CHAPTAL;93600;GUERBET;15 RUE NICOLAS ROBERT;93600;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GUERBET;15 RUE DES VANESSES;93420;GUERBET;40 RUE DU LOUVRE;75001;GUERBET;16 RUE GAY LUSSAC;95500;GUERBET;RUE DENIS PAPIN;56600;GUERBET;16 RUE JEAN CHAPTAL;93600;GUERBET;15 RUE NICOLAS ROBERT;93600;0;0;0
GUERBET;15 RUE DES VANESSES;93420;GUERBET;40 RUE DU LOUVRE;75001;GUERBET;16 RUE GAY LUSSAC;95500;GUERBET;RUE DENIS PAPIN;56600;GUERBET;16 RUE JEAN CHAPTAL;93600;GUERBET;15 RUE NICOLAS ROBERT;93600;0;0;0
GUERBET;15 RUE DES VANESSES;93420;GUERBET;40 RUE DU LOUVRE;75001;GUERBET;16 RUE GAY LUSSAC;95500;GUERBET;RUE DENIS PAPIN;56600;GUERBET;16 RUE JEAN CHAPTAL;93600;GUERBET;15 RUE NICOLAS ROBERT;93600;0;0;0
ELECTRO ETUDES;22 AV DES NATIONS;93420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPETIC;7 RUE DE PALESTRO;75002;COOPETIC HAUTS DE SEINE;132 RUE MARTRE;92110;COOPETIC;7 RUE DE PALESTRO;75002;COOPETIC;66 RUE DE ROCHECHOUART;75009;COOPETIC;8 RUE DU FBG POISSONNIERE;75010;0;0;0;0;0;0
COOPETIC;7 RUE DE PALESTRO;75002;COOPETIC HAUTS DE SEINE;132 RUE MARTRE;92110;COOPETIC;7 RUE DE PALESTRO;75002;COOPETIC;66 RUE DE ROCHECHOUART;75009;COOPETIC;8 RUE DU FBG POISSONNIERE;75010;0;0;0;0;0;0
HANITA-FRANCE;39 RUE DE RIVOLI;75004;HANITA-FRANCE;239 RUE SAINT MARTIN;75003;MEDICALENS;6 RUE NOTRE DAME DE NAZARETH;75003;MEDICALENS;48 RUE DE PASSY;75016;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PAUL HARTMANN SA;9 RTE DE SELESTAT;67730;DISTRIEST;ZI BOIS L'ABESSE;68660;PAUL HARTMANN SA;GRANGE BERCHET;69220;PAUL HARTMANN SA;21 RUE DE STALINGRAD;94110;PAUL HARTMANN SA;ZI BOIS L'ABBESSE;68660;PAUL HARTMANN SA;301 RUE DE BELGIQUE;77127;PAUL HARTMANN SA;18 RTE DE SELESTAT;67730
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LABORATOIRE PAUL HARTMANN;9 RTE DE SELESTAT;67730;LABORATOIRE PAUL HARTMANN;18 RTE DE SELESTAT;67730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PAUL HARTMANN SA;9 RTE DE SELESTAT;67730;DISTRIEST;ZI BOIS L'ABESSE;68660;PAUL HARTMANN SA;GRANGE BERCHET;69220;PAUL HARTMANN SA;21 RUE DE STALINGRAD;94110;PAUL HARTMANN SA;ZI BOIS L'ABBESSE;68660;PAUL HARTMANN SA;301 RUE DE BELGIQUE;77127;PAUL HARTMANN SA;18 RTE DE SELESTAT;67730
PAUL HARTMANN SA;9 RTE DE SELESTAT;67730;DISTRIEST;ZI BOIS L'ABESSE;68660;PAUL HARTMANN SA;GRANGE BERCHET;69220;PAUL HARTMANN SA;21 RUE DE STALINGRAD;94110;PAUL HARTMANN SA;ZI BOIS L'ABBESSE;68660;PAUL HARTMANN SA;301 RUE DE BELGIQUE;77127;PAUL HARTMANN SA;18 RTE DE SELESTAT;67730
PAUL HARTMANN SA;9 RTE DE SELESTAT;67730;DISTRIEST;ZI BOIS L'ABESSE;68660;PAUL HARTMANN SA;GRANGE BERCHET;69220;PAUL HARTMANN SA;21 RUE DE STALINGRAD;94110;PAUL HARTMANN SA;ZI BOIS L'ABBESSE;68660;PAUL HARTMANN SA;301 RUE DE BELGIQUE;77127;PAUL HARTMANN SA;18 RTE DE SELESTAT;67730
HEMOTECH;19 AV DE L EUROPE;31520;HEMOTECH;18 RUE FERRUS;75014;HEMOTECH;ZAC DE LA BAROGNE;77230;HEMOTECH;65 RUE MICHEL ANGE;75016;0;0;0;0;0;0;0;0;0
HEMOTECH;19 AV DE L EUROPE;31520;HEMOTECH;18 RUE FERRUS;75014;HEMOTECH;ZAC DE LA BAROGNE;77230;HEMOTECH;65 RUE MICHEL ANGE;75016;0;0;0;0;0;0;0;0;0
HEMOTECH;19 AV DE L EUROPE;31520;HEMOTECH;18 RUE FERRUS;75014;HEMOTECH;ZAC DE LA BAROGNE;77230;HEMOTECH;65 RUE MICHEL ANGE;75016;0;0;0;0;0;0;0;0;0
HEMOTECH;19 AV DE L EUROPE;31520;HEMOTECH;18 RUE FERRUS;75014;HEMOTECH;ZAC DE LA BAROGNE;77230;HEMOTECH;65 RUE MICHEL ANGE;75016;0;0;0;0;0;0;0;0;0
HEXACATH FRANCE;4 PAS SAINT ANTOINE;92500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HEXACATH FRANCE;4 PAS SAINT ANTOINE;92500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HEXACATH FRANCE;4 PAS SAINT ANTOINE;92500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HOYA SURGICAL OPTICS GMBH;DE-SAINT-EXUPERY-STRASSE 10;99109;HOYA SURGICAL OPTICS GMBH;31 RES PARC CLUB DU GOLF;13100;HOYA SURGICAL OPTICS GMBH;RUE WILLY BRANDT;77184;HOYA SURGICAL OPTICS GMBH;16 BD DU PARC;92200;0;0;0;0;0;0;0;0;0
HOYA SURGICAL OPTICS GMBH;DE-SAINT-EXUPERY-STRASSE 10;99109;HOYA SURGICAL OPTICS GMBH;31 RES PARC CLUB DU GOLF;13100;HOYA SURGICAL OPTICS GMBH;RUE WILLY BRANDT;77184;HOYA SURGICAL OPTICS GMBH;16 BD DU PARC;92200;0;0;0;0;0;0;0;0;0
HOYA SURGICAL OPTICS GMBH;DE-SAINT-EXUPERY-STRASSE 10;99109;HOYA SURGICAL OPTICS GMBH;31 RES PARC CLUB DU GOLF;13100;HOYA SURGICAL OPTICS GMBH;RUE WILLY BRANDT;77184;HOYA SURGICAL OPTICS GMBH;16 BD DU PARC;92200;0;0;0;0;0;0;0;0;0
HOYA SURGICAL OPTICS GMBH;DE-SAINT-EXUPERY-STRASSE 10;99109;HOYA SURGICAL OPTICS GMBH;31 RES PARC CLUB DU GOLF;13100;HOYA SURGICAL OPTICS GMBH;RUE WILLY BRANDT;77184;HOYA SURGICAL OPTICS GMBH;16 BD DU PARC;92200;0;0;0;0;0;0;0;0;0
HOYA SURGICAL OPTICS GMBH;DE-SAINT-EXUPERY-STRASSE 10;99109;HOYA SURGICAL OPTICS GMBH;31 RES PARC CLUB DU GOLF;13100;HOYA SURGICAL OPTICS GMBH;RUE WILLY BRANDT;77184;HOYA SURGICAL OPTICS GMBH;16 BD DU PARC;92200;0;0;0;0;0;0;0;0;0
HYGEA MEDICAL;RUE JULES GUESDE;91860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HYGEA MEDICAL;RUE JULES GUESDE;91860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HYGEA MEDICAL;RUE JULES GUESDE;91860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IN2BONES;28 CHE DU PETIT BOIS;69130;IN2BONES;2 PL D HELVETIE;69130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IN2BONES;28 CHE DU PETIT BOIS;69130;IN2BONES;2 PL D HELVETIE;69130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IN2BONES;28 CHE DU PETIT BOIS;69130;IN2BONES;2 PL D HELVETIE;69130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INNOSET;75 RUE CUVIER;69006;INNOSET;840 RUE DE L'HERS;31750;INNOSET;67 QUAI CHARLES DE GAULLE;69006;INNOSET;4 RUE HERMES;31520;0;0;0;0;0;0;0;0;0
INNOSET;75 RUE CUVIER;69006;INNOSET;840 RUE DE L'HERS;31750;INNOSET;67 QUAI CHARLES DE GAULLE;69006;INNOSET;4 RUE HERMES;31520;0;0;0;0;0;0;0;0;0
